product,condition,approach,pose_source,arm,gripper,tilt_deg,piece,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_datum_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,flange_load_n,moment_about_tool_nm,inertia_about_tool_kgm2,airborne,corrections,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,datum_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,judge,entry_offset_mm,exit_offset_mm,angle_deg,drift_deg,judge_slip_mm,success,failure,wall_s
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,0,723.4439504842401,12.777374101588382,0.5486925729809109,32.413738800683866,success,0.0,0.0,0.0,0.0,success,success,success,0.5776037003357913,success,nan,nan,nan,1.0,0.0,0.6755563867022653,197.744126133767,5.064217003444282,-32.41793977032967,12.41346723706782,-0.9493740335427251,-0.4966060614770562,-0.5655310424985497,1.1855884981819376,4.573999999999497,0,,nan,crossed,-0.49557254986143384,-0.49557791223198144,-0.5655310424985497,-2.4948466843568204e-06,2.088858409480865e-05,True,,1.0323445220128633
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,1,783.5249733627564,13.578132438509176,0.49267933352699034,52.95237065926178,success,0.0,0.0,0.0,0.0,success,success,success,0.4650981131395574,slipped,nan,nan,nan,1.0,1.0,0.6765173411322648,195.40509770175842,4.953406885116363,-53.05593811570318,8.625525523126914,0.06866870172440345,-29.60685776428862,-0.45144022237299875,1.7423501732485622,6.179999999999563,0,,nan,crossed,-29.61351737245488,-29.613729777580254,-0.45144022237299875,-9.704911314457093e-05,0.0012734915587531482,False,orient: slipped,1.114532492007129
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,2,640.0,9.8,0.44922027922805596,37.72611871834702,success,0.0,0.0,0.0,0.0,success,success,success,0.6032966932441493,dropped,nan,nan,nan,1.0,2.0,0.6894656049715608,166.25030597679864,5.059519346051311,-37.74767788166298,12.402643463044912,-0.6970278765735745,53.73803792046383,-4.000421914061763,1.4077336708411834,5.347999999999411,0,,nan,crossed,199.0845988756833,199.04213919951152,-2.459500115780798,-0.24234447450335675,0.2620977117935584,False,orient: dropped,1.1580325869726948
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,3,748.9753818882774,12.75027083899565,0.4818817041034545,125.55885459648808,success,0.0,0.0,0.0,0.0,success,success,success,0.8801931447174338,dropped,nan,nan,nan,1.0,2.0,0.680819565072186,212.87631336242933,5.03606068170992,-125.61838709037445,228.05023071825218,-4.16457873931152,161.02211460497108,8.065220475691378,0.5980466803198241,6.035999999999515,614,g_finger_left_arm/rail_far; g_finger_left_pad/belt_surface; g_finger_left_pad_fore/belt_surface; g_finger_right_pad/belt_surface; g_finger_right_pad_fore/belt_surface,4.015999999999558,crossed,342.6020530568386,342.72851457115837,7.741199679687395,-0.0008202986677082027,0.10131046547612077,False,orient: dropped,1.6872546299709938
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,4,757.2669548392028,13.057588102387857,0.44411093929905343,-83.09735045608838,success,0.0,0.0,0.0,0.0,success,success,success,1.75829182975967,success,nan,nan,nan,1.0,0.0,0.6837099833750909,195.18338395318995,5.098336928647362,83.56236069401903,79.26095661218814,0.9507273272534708,-9.712697005696324,1.302383950494979,1.737536342048856,5.925999999999478,6,g_finger_left_arm/rail_far; g_finger_right_pad/belt_surface; g_finger_right_pad_aft/belt_surface,5.149999999999434,crossed,-9.705687979265743,-9.705690243380749,1.302383950494979,-5.351197758252529e-07,2.4770989222812712e-05,False,arm collision,1.1449134420254268
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,5,677.10516575999,10.958364765619342,0.5175007125811674,94.51770812942895,success,0.0,0.0,0.0,0.0,success,success,success,4.040936205436096,slipped,nan,nan,nan,1.0,2.0,0.7213709627386397,190.74192142939202,4.960722033791387,-91.37231856608639,12.082197386846861,0.2629794871225495,-54.25550113777122,2.060098920615081,2.0431510301766753,6.925999999999812,10,g_finger_right_arm/rail_far,6.193999999999567,crossed,-54.25838684279671,-54.258385748767736,2.060098920615081,-1.0294956514624816e-07,1.3061972340031482e-06,False,orient: slipped,1.2062627410050482
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,6,692.2914920189532,11.874701973257741,0.48783221735211885,142.18553355838563,success,0.0,0.0,0.0,0.0,success,success,success,0.7165090228942155,slipped,nan,nan,nan,1.0,2.0,0.6762332399574414,203.79444797953434,5.231954586611853,-142.1867823382338,268.5915344994281,-8.611766528804058,-52.956625944660885,1.1625600372271276,0.25912627988522696,6.513999999999674,176,g_finger_left_pad/belt_surface; g_finger_left_pad_aft/belt_surface; g_finger_left_pad_fore/belt_surface; g_finger_right_arm/rail_far; g_finger_right_pad_fore/rail_far,4.537999999999501,crossed,-52.95540005217325,-52.96482103979483,1.1625600372271274,-0.003390055365556329,0.008612010136637888,False,orient: slipped,1.4986643780139275
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,7,783.2107537596972,14.114572094892534,0.4286288195499267,-88.01835850143354,success,0.0,0.0,0.0,0.0,success,success,success,1.7812568195118694,slipped,nan,nan,nan,1.0,2.0,0.6865097358414082,205.24250093966816,5.0408401581825135,88.52047915126133,296.4946583488683,-2.493775874234194,-49.80515080016523,-3.067027858352767,2.54011004875996,6.8139999999997745,22,g_finger_left_arm/rail_far,6.063999999999524,crossed,-0.13080475282178927,-49.80451464516844,1.968970700485748,-5.035976227195376,21.749990213728246,False,orient: slipped,1.1964538759784773
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,8,800.0,14.730733792662134,0.48887983299172755,-2.769757753198743,success,0.0,0.0,0.0,0.0,success,success,success,0.7194818858936898,success,nan,nan,nan,1.0,0.0,0.6784309602151074,201.0237407617371,5.033910673606146,3.039362959456329,2.0826907483553594,0.05195224065268975,-8.328499798868405,-0.04617712129115103,1.3642347875536964,4.945999999999456,0,,nan,crossed,-8.327446357266899,-8.327387625408411,-0.04617712129115103,-2.3933089027317493e-05,0.00010355242372952994,True,,1.0317159810219891
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,9,673.2070061722019,10.904480017724174,0.5231654154686722,-157.58447924294376,success,0.0,0.0,0.0,0.0,success,success,success,0.42960342369567495,dropped,nan,nan,nan,1.0,2.0,0.6770671927622198,189.8196705708944,5.049261312587761,157.52031020989799,160.44202507860027,-37.81130649682865,128.99184374391703,13.088540536058538,1.6869593536548502,6.329999999999613,23,g_finger_right_arm/rail_far; g_finger_right_pad_fore/rail_far,4.045999999999555,crossed,164.98411451993934,168.38713041844233,7.975133789738565,0.03459760982417128,2.061504536889098,False,orient: dropped,1.230165446002502
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,10,688.5049672209967,12.624139879636042,0.4564896919760306,-126.56710853387168,success,0.0,0.0,0.0,0.0,success,success,success,0.7378797782721135,slipped,nan,nan,nan,1.0,2.0,0.6803612368571377,186.43751823365193,4.9731208007333105,126.63357458915668,145.9415663276571,1.0398910860053923,-54.35838683487992,-1.4156838689526445,2.2591375823719213,6.981999999999831,0,,nan,crossed,-54.357400070727316,-54.35738078800134,-1.4156838689526445,-1.5571861831815508e-05,2.2436296879902694e-05,False,orient: slipped,1.2795868589892052
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,11,799.1832469970669,14.596017409915111,0.4778003061193643,-8.464757694973628,success,0.0,0.0,0.0,0.0,success,success,success,1.653362998821285,slipped,nan,nan,nan,1.0,2.0,0.6825424470925348,188.66011447239305,5.030067065310062,8.761645854747487,23.078697468175463,9.8512766923261,-32.0215605894788,-6.497895123316034,1.3220277749252956,5.403999999999405,41,g_finger_left_arm/rail_far; g_finger_left_pad/rail_far; g_finger_left_pad_fore/rail_far,4.64199999999949,crossed,-32.020219389209515,-32.80460268913288,-6.497895123316034,0.7818358000807243,0.42868998237483863,False,orient: slipped,1.2058129840297624
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,12,752.7435784971956,14.465957651466873,0.48268194937591763,-125.77479214505274,success,0.0,0.0,0.0,0.0,success,success,success,0.6641481604735466,slipped,nan,nan,nan,1.0,1.0,0.6830814588845925,192.18115680922628,5.00372060268206,125.73984527723599,116.581170012574,-0.3635858000383253,6.773352546018296,9.570209788621446,1.7829970446312386,5.503999999999394,32,g_finger_left_pad/belt_surface; g_finger_left_pad_aft/belt_surface; g_finger_left_pad_fore/belt_surface; g_finger_right_arm/rail_far,4.721999999999481,crossed,6.983551402775956,7.521101649614059,9.60780848820528,0.1002837433830414,0.4623886637735308,False,orient: slipped,1.0998546759947203
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,13,745.9908955567555,12.455577863537874,0.5625833962730592,163.29029575785748,success,0.0,0.0,0.0,0.0,success,success,success,0.010522749239888449,dropped,nan,nan,nan,1.0,2.0,0.6662524029517545,189.66803866848215,5.212459847611317,-163.19272296880558,228.7528652246079,25.735739941065468,-37.55702099155578,-5.869301209905236,0.39099992473731754,6.745999999999752,172,g_finger_left_arm/rail_far; g_finger_left_pad_aft/rail_far; g_finger_left_pad_fore/rail_far,4.467999999999508,crossed,197.7061440150223,197.79282291172817,-3.525252810852024,-0.07075561223314222,0.06344318563575367,False,orient: dropped,1.491350132972002
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,14,676.4577312337544,10.993482698223144,0.5561697157048568,46.903817340460506,success,0.0,0.0,0.0,0.0,success,success,success,0.5673710730056726,slipped,nan,nan,nan,1.0,2.0,0.6743108441855096,195.7686819135433,5.024835103513259,-46.8483817020722,10.63498841370571,-1.2482063955589489,59.660054999073566,11.822826753991052,1.6676636126271445,5.497999999999395,26,g_finger_left_arm/rail_far; g_finger_right_pad_aft/belt_surface,4.72399999999948,crossed,59.66103338405604,59.66103347158902,11.822826753991052,-1.5070208463015113e-05,6.986072346203998e-05,False,orient: slipped,1.139479334000498
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,15,727.3973910337883,11.72437244164787,0.5551246252771354,46.74259784409958,success,0.0,0.0,0.0,0.0,success,success,success,0.5811673576150047,success,nan,nan,nan,1.0,0.0,0.6744156126717485,185.25873877907074,4.952014450677944,-46.69608437474856,14.83696958968713,-0.6929399231290004,-8.409870354157412,-0.19041607193832472,1.2065217532006889,4.695999999999483,0,,nan,crossed,-8.408767574873854,-8.40883044001206,-0.19041607193832472,-1.9062294749894896e-05,8.038199677208494e-05,True,,1.0625266960123554
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,16,719.4140371791337,11.830652113855848,0.4735195229922926,70.76448697386304,success,0.0,0.0,0.0,0.0,success,success,success,1.0343606411607604,slipped,nan,nan,nan,1.0,0.0,0.6852386856926871,183.18380128347536,4.899698026841426,-70.90502959366995,23.844866316082648,-0.6001818010026376,-11.446044749670481,-6.485062915504772,1.2435282588015477,4.799999999999471,0,,nan,crossed,-11.44002953091816,-11.44003085367562,-6.485062915504772,-4.1108068769192094e-07,1.1976078965194853e-06,False,orient: slipped,1.0562996590160765
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,17,700.5358379962471,12.531152835529241,0.45915290988116475,103.90407648261822,success,0.0,0.0,0.0,0.0,success,success,success,0.873521122080759,slipped,nan,nan,nan,1.0,1.0,0.6865913780843383,181.24437756326085,5.003756660665215,-103.85400749237041,83.21127718317814,0.4802951653551466,-51.85716293628118,0.4759702183456024,1.1077016370646982,5.373999999999409,35,g_finger_left_arm/rail_far; g_finger_left_pad/rail_far; g_finger_left_pad_aft/rail_far; g_finger_left_pad_fore/rail_far,4.623999999999491,crossed,-51.85606140656107,-51.85606407614141,0.4759702183456024,-1.3370482943251204e-06,9.094975946003613e-06,False,orient: slipped,1.2463254480389878
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,18,640.0,9.8,0.5003708585656533,-29.945349147872818,success,0.0,0.0,0.0,0.0,success,success,success,1.476040628341991,success,nan,nan,nan,1.0,0.0,0.6773757928328551,174.84604801846223,5.1079630446669855,30.270720532006646,3.2375213456494216,0.5330182389614775,-1.5264828517356221,0.753064891479715,1.2492184794675198,4.973999999999453,0,,nan,crossed,-1.5229703837879027,-1.5229824935579783,0.753064891479715,-2.3847123960687853e-06,1.6115689535853573e-05,True,,1.0223052650108002
loin,B-ur20-wide_jaw-tilt0-truth-any,B,truth,ur20,wide_jaw,0.0,19,738.6664404574994,13.87820593203972,0.4165332031590194,-60.72552160653454,success,0.0,0.0,0.0,0.0,success,success,success,0.8122970810467081,slipped,nan,nan,nan,1.0,0.0,0.6934980728458855,209.26318604129966,4.976432504027684,60.67106589731599,6.579010273076107,0.07246907241098584,-13.28724330975184,-1.6682384772922445,1.262358722375442,4.799999999999471,0,,nan,crossed,-13.285742334207761,-13.30468697630527,-1.6682384772922445,-0.005360711952289823,0.017393257756555813,False,orient: slipped,1.0212255339720286
