condition,approach,pose_source,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_hock_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,10,740.960452494745,11.20849080369745,0.4038333707553584,-24.610271103808394,success,0.0,0.0,0.0,0.0,success,unreachable,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,nan,cut,-6.637648539755736,-6.637198604784011,-24.59323925318268,7.351386512997553e-08,0.005567694930615381,False,grasp: unreachable,1.992827024019789
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,11,677.9637845272142,10.310214757940436,0.4778003061193643,-1.6459251073559775,success,0.0,0.0,0.0,0.0,success,success,success,9.85649011229612,success,0.6585171394879341,91.6594103882772,4.9804597240735715,6.841576799261285,4.95196876785254,1.9111902377418635,1.9518247395027,1.9277982242033196,0.6066909653356124,3.64999999999972,0,,nan,cut,1.9563469744087736,1.953817104312916,1.927727485436512,7.398365850086514e-08,0.006158468998725402,True,,2.6387571759987622
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,12,655.0,9.0,0.48268194937591763,-24.456209583760256,success,0.0,0.0,0.0,0.0,success,success,success,29.063862008032373,slipped,0.6373264117561643,94.80084506109367,0.8149562005895783,29.246009267590225,14.50776589605719,5.18512339378899,9.650827519358113,5.074055059966197,0.6050628327607663,3.7379999999997104,0,,nan,cut,10.243298443316506,9.66303043318073,5.772172401323315,-0.9201203676464451,0.5576033034514921,False,orient: slipped,1.745356080995407
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,13,777.7990124502887,14.04976422798892,0.5625833962730592,31.750890841805617,success,0.0,0.0,0.0,0.0,success,success,success,22.537770348298764,success,0.7095593306394743,116.81559836913006,3.3809412568110986,-27.8341809829054,10.996286826662368,2.9613493952849566,3.8698756389807523,3.082128802459115,0.5805113364175778,3.713999999999713,0,,nan,cut,3.877512182913767,3.877559748987014,3.0819690537366196,6.299150885510251e-08,0.005819049231861653,True,,1.775317553023342
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,14,674.0780539077622,9.183354375620448,0.5561697157048568,9.12018670508955,success,0.0,0.0,0.0,0.0,success,success,success,30.72687432900724,slipped,0.6684203763463828,111.6899242522876,5.682282357016621,-5.253946453965923,12.393372751958761,3.5721810945143346,10.491364021769783,3.5029898860580935,0.5853522744229692,3.64999999999972,0,,nan,cut,12.780177990231179,11.591204407709832,6.525924213910302,-2.185832465772945,0.5097698020907634,False,orient: slipped,1.5386562289786525
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,15,798.7099670858473,14.576243535966583,0.5848874329224438,9.088838469686026,success,0.0,0.0,0.0,0.0,success,success,success,16.05762086621628,success,0.6688038731828861,105.34308399973256,4.983112417663804,-7.043583035600116,8.154221829079594,1.7374174936754017,3.662556770682973,1.8019804602173006,0.5642591059622886,3.64999999999972,0,,nan,cut,-8.422936011284355,nan,0.7773159010836399,-50.741372343623226,65.33838478467037,True,,1.7294231629930437
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,16,745.0666802088937,11.211859465565851,0.4735195229922926,13.75976135602893,success,0.0,0.0,0.0,0.0,success,success,success,6.4033631003575255,success,0.6841737905447635,107.16586262140753,5.048913447564751,-13.757434984150018,1.9120850387101633,-0.6296731692927872,0.15009894889353448,-0.6015207485689311,0.5892966401100198,3.64999999999972,0,,nan,cut,0.9397182780657709,0.9381157525010231,1.4925099511140487,2.645334756332454e-08,0.005943290811452086,True,,1.482314292981755
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,17,711.8835922043452,10.092179175588702,0.45915290988116475,20.203570427175766,success,0.0,0.0,0.0,0.0,success,success,success,6.407424045154124,success,0.6886643519360216,108.02692715898908,5.228165772930282,-19.431245536495936,1.8116543747309268,-0.7846283112081353,0.33828493414847505,-0.6445596367442711,0.5903619292629799,3.64999999999972,0,,nan,cut,1.2628854398979983,0.9139475659643015,1.074718060577227,-1.225488707217639,0.521967099631949,True,,1.3134461169829592
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,18,708.3157658469476,12.370518856145932,0.5003708585656533,-5.822706778753045,success,0.0,0.0,0.0,0.0,success,success,success,27.070950352157737,success,0.6471532326515144,116.25605389570822,5.053213301371651,5.106218612648908,1.0972359868954071,0.32357257395524663,2.563572421617727,0.23371882323946144,0.5397700440605345,3.64999999999972,0,,nan,cut,3.0311934914576955,3.0306426042907564,0.19325014724373482,-1.5001149766216307e-08,0.005867027611308478,True,,1.4050046529737301
B-sr20ia-jaw_geh6180-tilt0-truth,B,truth,sr20ia,jaw_geh6180,0.0,19,748.1451303704207,12.340706427625943,0.4165332031590194,-11.807740312381712,success,0.0,0.0,0.0,0.0,success,unreachable,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,nan,cut,-41.25311288755446,-41.25257527650311,-11.822967633122209,1.731044874267716e-07,0.0056438484766991115,False,grasp: unreachable,1.0848827179870568
