condition,approach,pose_source,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_hock_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,flange_load_n,moment_about_tool_nm,inertia_about_tool_kgm2,airborne,corrections,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,0,739.072601589707,12.662037231169066,0.5486925729809109,32.413738800683866,success,0.0,0.0,0.0,0.0,success,success,success,2.54085900612706,success,124.21458523776855,34.287458286225565,1.1544878672738654,1.0,0.0,0.6563242896081033,116.44551607475752,4.87806297855653,-32.67408684270991,2.9157766500613125,-0.397516490031088,-0.6344260004609026,-0.763181472706898,0.8906627926998937,4.76799999999963,0,,nan,cut,-0.26822443465790435,-0.24721850987180494,-0.8236651176893173,-0.05168166587984929,0.05827056531951688,True,,7.504372995987069
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,1,670.5767402524795,9.877711684764781,0.4383430907123549,52.95237065926178,success,0.0,0.0,0.0,0.0,success,success,success,1.951102005285848,unreachable,96.90035162754253,23.346627743486422,0.6863014945458079,1.0,1.0,0.6704897761475653,85.64658803229855,4.653178385849999,-50.725064137080736,6.941279134395697,-1.8610252264400418,nan,nan,nan,4.851999999999621,0,,nan,cut,4.26126824877654,4.223936772984215,5.436417062375572,-0.04585949877264823,0.004931062790565431,False,orient: unreachable,7.680184322001878
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,2,766.0335345701482,12.609797647775201,0.44922027922805596,37.72611871834702,success,0.0,0.0,0.0,0.0,success,success,success,2.299780457462267,success,123.70211492467476,36.30886754759436,1.2819951638550322,1.0,0.0,0.6718975974305724,116.51373852665486,5.3614060971487465,-37.89652390575618,2.713036883485508,-0.44741469743977946,0.5083907319518299,-0.7199257091438274,0.9151198365513479,4.851999999999621,0,,nan,cut,0.41564131003812843,0.41515580679934994,-0.44168641005232584,1.5893168132179564e-08,0.005820152692041163,True,,8.248849638039246
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,3,688.0296481603631,10.587203446789722,0.4818817041034545,125.55885459648808,success,0.0,0.0,0.0,0.0,success,success,success,1.2720492757414155,unreachable,103.86046581300717,26.1534638082863,0.8020259244124901,1.0,nan,0.6882310106493863,96.956707307909,4.868779222828357,-125.5246620671503,7.769502363861682,1.779963750314309,nan,nan,nan,4.923999999999613,0,,nan,cut,23.904928810714654,24.06736418043165,-8.859181236058136,-0.16757677324266074,0.13557735339316404,False,orient: unreachable,7.28261014103191
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,4,704.0223489718616,11.437274193031755,0.5361667119720577,-83.09735045608836,success,0.0,0.0,0.0,0.0,success,unreachable,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,nan,trotter_not_over_blade,nan,nan,nan,nan,nan,False,grasp: unreachable,8.573502017010469
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,5,738.3697215483043,12.838512036803047,0.41995379975583214,94.51770812942895,success,0.0,0.0,0.0,0.0,success,success,success,1.6399005041497634,unreachable,125.94580308103792,33.01864246370734,1.0732556243067881,1.0,0.0,0.6912092049787637,113.32987397984704,4.897653681300351,-94.36641138644686,3.5554971085941647,0.15160495185141587,nan,nan,nan,4.935999999999612,0,,nan,cut,6.717703779792805,6.715811194962285,1.6671830546101494,2.0121601081216776e-08,0.006067150960838458,False,orient: unreachable,8.15005785098765
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,6,681.7651988534541,10.110690098001319,0.4699134657593534,142.18553355838563,success,0.0,0.0,0.0,0.0,success,success,success,3.543616980458222,unreachable,99.18586986139293,25.073698710873842,0.7613779444507077,1.0,nan,0.6858244865886,91.02762166547848,5.001453476610962,-142.09617716395,15.573610914285963,3.162217999417525,nan,nan,nan,4.917999999999614,0,,nan,cut,26.358913756500623,26.675900745774694,-1.8666318972353515,-0.8796750844721315,0.48284725240636756,False,orient: unreachable,7.326368823996745
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,7,716.6316527736255,10.975950979816595,0.5853960867243859,-88.01835850143354,success,0.0,0.0,0.0,0.0,success,success,success,3.637184327841803,unreachable,107.67407911200083,26.19508718398554,0.8076000535221018,1.0,1.0,0.704619146776909,111.76656714496747,4.8113311232320655,87.93324653802934,5.7487171753790856,1.8660917311224499,nan,nan,nan,4.921999999999613,0,,nan,cut,169.7645187850712,171.4380381359783,-52.48935538631342,-0.15827704251849106,0.13322464752065014,False,orient: unreachable,8.662762269028462
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,8,772.7633863764064,14.982142633261514,0.48887983299172755,-2.769757753198743,success,0.0,0.0,0.0,0.0,success,unreachable,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,nan,cut,46.67840117441602,46.67736128878991,-2.765900888862739,1.0455424682156293e-08,0.005982775613582918,False,grasp: unreachable,7.447924410982523
A-sr20ia-jaw_geh6180-tilt0-truth-any,A,truth,sr20ia,jaw_geh6180,0.0,9,701.9755038785561,10.159767764339778,0.3981914824746696,-157.5844792429438,success,0.0,0.0,0.0,0.0,success,success,success,11.840748159274947,unreachable,99.66732176817325,27.97403998286462,0.9223607091372366,1.0,nan,7.100129180252003,87.86117010984346,5.003110093386387,162.6861819281617,nan,nan,nan,nan,nan,4.909999999999615,47,g_finger_left_pad/belt_surface,0.9580000000000007,cut,63.1070181573129,nan,0.035458521014449795,-45.82954554759517,88.30661021317748,False,orient: unreachable,7.213273367029615
