condition,approach,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,select,acquire,orient,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
B-ur20-jaw_geh6180-tilt15,B,ur20,jaw_geh6180,14.999999999999998,11,677.9637845272142,10.310214757940436,0.4778003061193643,-1.6459251073559775,success,success,success,0.7669328250909407,91.65928430769205,5.022469149041919,3.002720393648992,2.0165944045643,-0.3768785842922051,0.19394671328179514,-0.6465228854266648,0.6528137313495637,3.8499999999995764,0,,nan,cut,0.19285547099590072,0.19123016869726506,-0.6467840304108544,6.634740115504576e-08,0.006007655383780619,True,,1.7645877490285784
B-ur20-jaw_geh6180-tilt15,B,ur20,jaw_geh6180,14.999999999999998,12,655.0,9.0,0.48268194937591763,-24.456209583760256,success,success,success,0.773793810158271,95.8660751683742,4.714235187616045,28.41577538533677,10.655401459695335,2.970257841141251,6.419237379154591,3.0296972691714497,0.6513204507980087,3.9239999999995683,0,,nan,cut,6.813621012342896,6.8101136399005835,3.7235826608430793,2.431839387228279e-08,0.006820490966843876,True,,1.9076702340389602
B-ur20-jaw_geh6180-tilt15,B,ur20,jaw_geh6180,14.999999999999998,13,777.7990124502887,14.04976422798892,0.5625833962730592,31.750890841805617,success,success,success,0.7480989670881563,117.06084236895354,4.999576865719391,-29.79269504135786,6.150159380987802,1.1985879178141017,3.2575038708092805,1.3988800709914444,0.6764509712728473,3.9479999999995656,0,,nan,cut,3.215673895035853,3.2143352233056643,1.4030155686670243,8.623183463477515e-09,0.005929742309896524,True,,1.8524968339479528
B-ur20-jaw_geh6180-tilt15,B,ur20,jaw_geh6180,14.999999999999998,14,674.0780539077622,9.183354375620448,0.5561697157048568,9.12018670508955,success,success,success,0.749142643866556,106.13808951946835,4.980130139337624,-8.152509439074747,3.6103923314916697,1.2086119326064342,1.481562468651082,1.0275440207182052,0.6530040630031919,3.8499999999995764,0,,nan,cut,2.794783869666473,2.790698826406479,3.9967611178283358,2.8477707006982438e-08,0.006809051607341789,True,,1.7948030809639022
B-ur20-jaw_geh6180-tilt15,B,ur20,jaw_geh6180,14.999999999999998,15,798.7099670858473,14.576243535966583,0.5848874329224438,9.088838469686026,success,success,success,0.7563257158162724,107.56869768435986,4.969681951286664,-7.370367095793562,5.599406114502419,1.3171293115393419,0.2588457514837439,1.3279690968821418,0.6191396559775868,3.8499999999995764,0,,nan,cut,-10.45734737701437,98.7048588460277,0.9021597753072159,-40.741232285160386,60.98038948882071,False,cut offset -10.5 / +98.7 mm,1.9487093209754676
B-ur20-jaw_geh6180-tilt15,B,ur20,jaw_geh6180,14.999999999999998,16,745.0666802088937,11.211859465565851,0.4735195229922926,13.75976135602893,success,success,success,0.7658837206428016,111.57072473164648,4.986887149522223,-8.440716569007698,0.5106307455590808,0.2871793481888298,0.5721854750924404,0.2409172118975707,0.6913913080858325,3.8499999999995764,0,,nan,cut,1.048095987536024,1.0464671447344975,1.183676992819888,2.4888896326606265e-08,0.005960268239399328,True,,1.776293203001842
B-ur20-jaw_geh6180-tilt15,B,ur20,jaw_geh6180,14.999999999999998,17,711.8835922043452,10.092179175588702,0.45915290988116475,20.203570427175766,success,success,success,0.7563020799737775,107.93641463682528,4.803453610597419,-18.318057373462505,6.353941171913443,-1.317033538233735,1.4578622180879408,-1.2156693954426507,0.6676978058488419,3.8499999999995764,0,,nan,cut,1.887019041622362,1.78228267179259,-0.006658225464638938,-0.42133123698691566,0.1758579948232954,True,,1.853158512036316
B-ur20-jaw_geh6180-tilt15,B,ur20,jaw_geh6180,14.999999999999998,18,708.3157658469476,12.370518856145932,0.5003708585656533,-5.822706778753045,success,success,success,0.7650807372624331,115.96298450208918,4.977344917270976,4.935596276922768,0.4074046717499462,0.2242585490568938,-0.0815276611160487,0.09580407793543935,0.5830780198114396,3.8499999999995764,0,,nan,cut,0.2909633799752509,0.7174489109313953,0.03696447981179144,-0.7431134556219883,0.1714480392791096,True,,1.904994923970662
B-ur20-jaw_geh6180-tilt15,B,ur20,jaw_geh6180,14.999999999999998,19,748.1451303704207,12.340706427625943,0.4165332031590194,-11.807740312381712,success,success,success,0.7855459886886981,95.64113765255982,4.954826034218596,9.766683255921352,2.4161808550465445,0.7394029647661821,-0.6996188025793215,0.6908443501669199,0.5862029409418484,3.8499999999995764,0,,nan,cut,-0.3916177491353756,-0.39206978424782823,0.9387349764854559,-3.194133105509621e-08,0.00582311020170926,True,,1.75987577799242
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,0,739.072601589707,12.662037231169066,0.5486925729809109,6.302671433466314,success,success,success,0.7520148284797287,113.8454802132717,6.531617540581514,-4.945011687571016,1.248224617815439,-0.21203378605857884,-0.05076581341886821,-0.34429112204465084,0.6817312505019039,3.879999999999573,0,,nan,cut,0.18303295245059026,0.20340042589822582,-0.32865570334355537,-0.13119717140390064,0.032541139736439954,True,,1.9094763289904222
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,1,670.5767402524795,9.877711684764781,0.4383430907123549,10.29629429485645,success,success,success,0.7496165947393129,83.32869698891275,5.596982452615529,-6.770579060101617,4.783282088261716,-1.0479234481601711,-0.6990121821021378,-1.1675752202601877,0.6942113592392033,3.8499999999995764,0,,nan,cut,-1.6428686736366105,-1.6438999229100304,1.9561118088173581,9.168301274777293e-08,0.005883241791978026,True,,1.8953209350001998
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,2,766.0335345701482,12.609797647775201,0.44922027922805596,7.335634195234141,success,success,success,0.7591903570540479,112.83806724161138,7.098705874779787,-6.635895229092055,8.102021381603823,-1.4751294505744352,0.9690384665702878,-1.6521622413302335,0.6713918423771519,3.8499999999995764,0,,nan,cut,0.8589050107112861,0.858433189666441,-1.3499471538066543,1.6317644959967685e-08,0.005829055418234742,True,,1.9584863539785147
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,3,688.0296481603631,10.587203446789722,0.4818817041034545,24.414221727094894,success,success,success,0.7229489197053376,95.71317542610338,5.290660294276495,-23.638196979901505,6.3143466751783945,1.3560657692036944,3.3088361651721074,1.351029695947999,0.6260716640701646,3.863999999999575,0,,nan,cut,9.043631904836813,8.787884661075829,9.560591515983887,-0.24400070991962622,0.20917202667602605,False,cut angle +9.6 deg,1.8421367880073376
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,4,704.0223489718616,11.437274193031755,0.5361667119720577,-16.157818144239414,success,success,success,0.7798861888996987,114.69046053590152,6.451963187424581,14.065973183716975,1.2274933173956124,-0.002099336053939044,-0.23087442889432874,-0.08919329402071294,0.606529156627289,3.8599999999995753,0,,nan,cut,0.11299113258289584,0.1120916935228311,1.2756535897449663,1.6768431336080872e-08,0.005873493823842547,True,,1.9729985360172577
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,5,738.3697215483043,12.838512036803047,0.41995379975583214,18.378443247388965,success,success,success,0.7377978023065546,111.09159928677141,6.494211253347482,-17.502954050393313,5.2007097437421415,0.177531649702703,4.964020468091496,0.0240578651970511,0.6499981257241271,3.8499999999995764,0,,nan,cut,4.944736712682085,4.943173859658256,0.02631639538829767,2.7261641007852953e-08,0.006042079139963019,True,,1.9503929450293072
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,6,681.7651988534541,10.110690098001319,0.48783221735211885,27.647187080797202,success,success,success,0.7195391204137119,87.05549302875433,5.221889427409199,-28.65587767219762,3.445445472487989,0.5288452641579341,2.6715933539281647,0.48686476412662044,0.6497214427321245,3.9759999999995626,0,,nan,cut,2.665502199708014,2.6638911880451643,0.5046536966198459,8.070383976511068e-08,0.005999556297255374,True,,1.895527813991066
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,7,716.6316527736255,10.975950979816595,0.5853960867243859,-17.114680819723187,success,slipped,,0.791773463151323,132.58526829506678,6.769120549117602,nan,nan,nan,nan,nan,nan,nan,0,,nan,trotter_not_over_blade,nan,nan,nan,nan,nan,False,grasp: slipped,1.872331276012119
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,8,772.7633863764064,14.982142633261514,0.48887983299172755,-0.5385640075664259,success,success,success,0.766664394931511,120.99396378137219,5.852921216900953,2.8695996291295467,3.9767688459750032,-0.7246553760704678,0.1898915536063528,-0.9070269764521344,0.6935336186504446,3.8499999999995764,0,,nan,cut,0.17445494536877382,0.1736029922350113,-0.9066356427754401,1.059741736535555e-08,0.0058972391854957736,True,,2.0016858269809745
B-ur20-jaw_geh6180-tilt30,B,ur20,jaw_geh6180,29.999999999999996,9,701.9755038785561,10.159767764339778,0.5231654154686722,-30.641426519461287,success,success,success,0.8035785479006337,86.4360485916801,5.786463361269423,33.198986582190976,1.2606257004776003,0.1515463303072034,0.9740073014166406,0.2224771608990931,0.6945484941040334,4.003999999999559,0,,nan,cut,0.8787687170747072,nan,1.421490988988336,-59.350241048482005,87.68469082562554,True,,1.7546628870186396
