condition,approach,pose_source,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_hock_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,flange_load_n,moment_about_tool_nm,inertia_about_tool_kgm2,airborne,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,12,655.0,9.0,0.48268194937591763,-24.456209583760256,success,0.0,0.0,0.0,0.0,success,success,success,1.700427164932003,success,nan,nan,nan,1.0,0.7887535364395304,86.11413940637195,4.887135922129415,24.510865132808462,1.1637272038260573,-0.15320410829292594,0.2526957096696536,-0.18776922611719282,0.7711242721410193,4.009999999999559,0,,nan,cut,-0.0803261597049354,-0.08320481930762513,1.751598351319248,5.4886895749109536e-08,0.006452946564181168,True,,9.01198397501139
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,13,777.7990124502887,14.04976422798892,0.5625833962730592,31.750890841805617,success,0.0,0.0,0.0,0.0,success,success,success,1.947885765396189,success,nan,nan,nan,1.0,0.7696241280287327,112.29339820355428,4.947233538696416,-31.505036049363344,3.377071877635052,0.32481438625622433,2.861197272684274,0.5128614555525606,0.795404954404593,4.1259999999995465,0,,nan,cut,2.822599798377623,2.82134164265041,0.5172106284253887,1.1788535093563638e-08,0.005943155634645086,True,,9.40365843300242
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,14,674.0780539077622,9.183354375620448,0.5561697157048568,9.12018670508955,success,0.0,0.0,0.0,0.0,success,success,success,2.0519812905624466,success,nan,nan,nan,1.0,0.7696941794270334,102.70652673943825,4.786714640851786,-8.974387974998816,0.9991918215022703,-0.04471494885566553,-0.41150749951054943,-0.051156777375412854,0.7660963390823774,3.99999999999956,0,,nan,cut,0.7309099418738585,0.7268599691952482,2.918233029333425,6.134399425232314e-10,0.006878435609318445,True,,8.378735196019989
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,15,798.7099670858473,14.576243535966583,0.5848874329224438,9.088838469686026,success,0.0,0.0,0.0,0.0,success,success,success,0.7872163329468886,success,nan,nan,nan,1.0,0.7755942526758853,102.94187932084017,4.918781972960806,-9.727480612428172,3.637177410231092,1.1267996787940897,0.301702158492706,1.1215118808357283,0.7473497837889511,3.99999999999956,0,,nan,cut,-9.962479655445723,nan,1.0971784876373238,-51.60424354189248,67.71051919924813,True,,9.666318620962556
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,16,745.0666802088937,11.211859465565851,0.4735195229922926,13.75976135602893,success,0.0,0.0,0.0,0.0,success,success,success,3.559140364448238,success,nan,nan,nan,1.0,0.7836297660993206,107.36642953697795,4.755249411562357,-13.02513311794458,5.737403744913435,-1.363635897820335,1.2892780377112556,-1.371498606531369,0.7883303553035794,3.99999999999956,0,,nan,cut,2.9615432657118523,2.9598265741439533,1.9885402137759784,2.0242729325705633e-08,0.0059481476921935455,True,,9.173845995974261
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,17,711.8835922043452,10.092179175588702,0.45915290988116475,20.203570427175766,success,0.0,0.0,0.0,0.0,success,success,success,3.8237320832532817,success,nan,nan,nan,1.0,0.7750985606538422,108.62658383801457,4.92007250197124,-19.11391829478048,7.102563348578977,-2.121269506238355,3.374883725754146,-2.098244144119609,0.779515158097591,3.99999999999956,0,,nan,cut,3.586510777195906,3.524831651380511,-1.1329385350973482,-0.6665808450270929,0.22756956078439036,True,,8.776847178989556
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,18,708.3157658469476,12.370518856145932,0.5003708585656533,-5.822706778753045,success,0.0,0.0,0.0,0.0,success,success,success,1.3896502825288721,success,nan,nan,nan,1.0,0.781701682325554,110.28048477470728,4.845554952141562,3.7761218149278135,0.8214906883592187,0.2775700803294681,0.4477788428285112,0.343818232496333,0.7372418206930684,3.99999999999956,0,,nan,cut,0.9979111181895872,1.0538832816850419,0.18101013241611183,-0.08307761244729046,0.07882254383209886,True,,8.714170449005906
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,19,748.1451303704207,12.340706427625943,0.4165332031590194,-11.807740312381712,success,0.0,0.0,0.0,0.0,success,success,success,0.5688564631174153,success,nan,nan,nan,1.0,0.7993274872287728,90.00497820949279,4.9714065311354805,9.26505947134846,0.5497296623756963,0.3464217877214509,0.27200404022273417,0.28210274945439057,0.7331150954491388,3.99999999999956,0,,nan,cut,0.2416038555164146,0.24144736930203914,0.42190481040892674,3.366715091413322e-08,0.0058068562087195226,True,,8.685861792997457
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,0,739.072601589707,12.662037231169066,0.5486925729809109,6.302671433466314,success,0.0,0.0,0.0,0.0,success,success,success,3.8379366401364323,success,nan,nan,nan,1.0,0.7763556033516504,115.06312837503104,4.919696776280569,-5.513212685859256,1.802562642694004,-0.21295345692854564,-0.5622461177431093,-0.34058859087655435,0.788264601828635,4.055999999999553,0,,nan,cut,0.8458000763947315,5.944089669914499,-0.8434937334730589,-10.81788711048446,15.53125908572438,True,,9.155330422974657
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,1,670.5767402524795,9.877711684764781,0.4383430907123549,10.29629429485645,success,0.0,0.0,0.0,0.0,success,success,success,3.2729071593382466,success,nan,nan,nan,1.0,0.7698899173330619,83.94932948550877,4.441033623952317,-6.678795084972219,3.366018867305523,-0.8313418117112523,0.16914090109457214,-0.8982422678088137,0.8050984781273599,3.99999999999956,0,,nan,cut,-0.3304237089259421,-0.33340505737239345,2.9918660074452736,-6.86476928006487e-09,0.006334975094795887,True,,8.897057441005018
