condition,approach,pose_source,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_hock_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,flange_load_n,moment_about_tool_nm,inertia_about_tool_kgm2,airborne,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,0,739.072601589707,12.662037231169066,0.5486925729809109,6.302671433466314,success,0.0,0.0,0.0,0.0,success,success,success,2.5222152061058787,success,124.21458523776855,34.30043428313222,1.1552214356887298,1.0,0.7019335338041012,116.4112873573642,5.101952709461233,-6.46389816339181,5.34459575779542,0.8262693485881871,4.384044551291017,0.5924722858526752,0.698387709598058,3.7999999999997036,0,,nan,cut,5.8474956540119365,9.620035425716045,-0.10601953486227778,-9.36435966132402,13.451886455194193,True,,7.751405434974004
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,1,670.5767402524795,9.877711684764781,0.4383430907123549,10.29629429485645,success,0.0,0.0,0.0,0.0,success,success,success,1.8269482955018468,success,96.90035162754253,23.302170258017533,0.6841227683109122,1.0,0.7155280132321582,85.6945436331505,4.66174899823002,-7.859239974334289,1.7029977194691934,-0.5153320023959458,0.21873162712202077,-0.8416746013803118,0.728678394020509,3.7999999999997036,0,,nan,cut,-0.1750345578964696,-0.178291898902172,3.021742841276425,-3.814228040648346e-08,0.006523361716484689,True,,7.4351769859786145
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,2,766.0335345701482,12.609797647775201,0.44922027922805596,7.335634195234141,success,0.0,0.0,0.0,0.0,success,success,success,2.5476422560936856,success,123.70211492467476,36.2016656874622,1.275598671263412,1.0,0.7154073672361584,116.72526721058267,5.013514595027524,-7.598434005382646,0.484339446876355,-0.06566854678069807,0.24404037213590635,-0.2543027792143432,0.6935731991760311,3.7999999999997036,0,,nan,cut,0.2278661605753518,0.22733258890750285,0.08394842665230523,1.1310014280628088e-08,0.0058189276732656635,True,,8.080796181980986
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,3,688.0296481603631,10.587203446789722,0.4818817041034545,24.414221727094894,success,0.0,0.0,0.0,0.0,success,success,success,0.49182983932438956,success,103.86046581300717,25.99441969075453,0.7938971202852603,1.0,0.7333922884752179,97.1301649265384,4.938969475296817,-24.546663632541435,3.985502133998617,0.8595830468824853,1.71246500435987,1.015293346207246,0.6874597635447711,3.8099999999997025,0,,nan,cut,7.082805622288246,7.081520831047239,9.282345844408498,-9.253480345812504e-09,0.005465176456674684,False,cut angle +9.3 deg,8.22909294301644
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,4,704.0223489718616,11.437274193031755,0.5361667119720577,-16.157818144239414,success,0.0,0.0,0.0,0.0,success,success,success,3.0070174404277967,slipped,112.19965983364152,29.316537624437334,0.9392671360365918,1.0,0.661335591983184,117.39443705782166,4.205830367146057,14.734529416223422,23.88425377045401,6.122216948974375,15.948495941689428,5.582180408925127,0.6677432266386565,3.7999999999997036,0,,nan,cut,15.973861372136188,15.973224734788182,6.043994726178724,5.090102462229946e-08,0.005770735445999236,False,orient: slipped,8.019037024001591
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,5,738.3697215483043,12.838512036803047,0.41995379975583214,18.378443247388965,success,0.0,0.0,0.0,0.0,success,success,success,0.8202707553466309,success,125.94580308103792,32.88644303622566,1.066203741169902,1.0,0.7304514306286657,113.46797908715507,4.932517714060558,-18.348096112076902,1.9806410242056822,-0.7731808115503525,1.5563814415448796,-0.7017224858095854,0.6875813520218339,3.7999999999997036,0,,nan,cut,1.6892904420628407,1.6877901698987285,0.38562191765384574,2.8968899149768938e-08,0.006012580525541427,True,,8.257442858011927
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,6,681.7651988534541,10.110690098001319,0.48783221735211885,27.647187080797202,success,0.0,0.0,0.0,0.0,success,success,success,2.3980905743170426,success,99.18586986139293,24.976134932670924,0.7563664449783808,1.0,0.7370689681413135,91.05814600902575,4.773991224497176,-27.37384631432696,5.157778707161257,1.294648104134366,1.569101296763159,1.3528423739535471,0.6980777880079049,3.8579999999996972,0,,nan,cut,1.5473943512301358,1.5456253023592992,1.3707698455826307,7.650291225295876e-08,0.005975010010188577,True,,7.45338861097116
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,7,716.6316527736255,10.975950979816595,0.5853960867243859,-17.114680819723187,success,0.0,0.0,0.0,0.0,success,success,success,3.8916363807443877,slipped,107.67407911200083,26.025114898646713,0.7992044809608746,1.0,0.6639530545732193,112.03445797135201,5.0177520127339115,16.918920922216532,15.821759794940633,-0.10075739844163135,17.354477883179925,-0.35661354724755623,0.7052409912866746,3.8079999999997027,0,,nan,cut,18.913263772155354,18.66979755623094,3.029588757214584,-0.5892945250863179,0.17277568514610062,False,orient: slipped,7.633301577006932
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,8,772.7633863764064,14.982142633261514,0.48887983299172755,-0.5385640075664259,success,0.0,0.0,0.0,0.0,success,success,success,5.2330636300602364,success,146.9748192322955,40.66666166001462,1.3996258780941049,1.0,0.6957634221630865,123.63634533572167,4.364230968823879,0.0915623511638086,0.7640838725071516,0.02705205992391004,1.851590136570741,-0.24156030546091264,0.7152914767790702,3.7999999999997036,0,,nan,cut,1.8312842856055278,1.8303916614857973,-0.24142423029139395,9.068715563256925e-09,0.005887329110937741,True,,8.40263182099443
A-sr20ia-jaw_geh6180-tilt0-truth,A,truth,sr20ia,jaw_geh6180,0.0,9,701.9755038785561,10.159767764339778,0.5231654154686722,-30.641426519461287,success,0.0,0.0,0.0,0.0,success,success,success,3.8185638626582343,success,99.66732176817325,27.043793486634783,0.8700213551842477,1.0,0.6495805180622911,89.33824083403445,4.824400735769507,30.263580309032015,4.392488603447359,1.1822144647724115,3.6505314431881377,0.4266619896594501,0.7374318976983884,3.905999999999692,0,,nan,cut,3.0083272816899265,nan,2.0838141252820535,-59.84293825044568,88.33003257761082,True,,8.285922534007113
