condition,approach,pose_source,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_hock_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,flange_load_n,moment_about_tool_nm,inertia_about_tool_kgm2,airborne,corrections,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,0,739.072601589707,12.662037231169066,0.5486925729809109,6.302671433466314,success,0.0,0.0,0.0,0.0,success,success,success,2.4472178994241687,success,124.21458523776855,34.42948157369399,1.1628315769291615,1.0,0.0,0.7709142345897088,116.45353338559741,4.964613111555716,-6.42073893805687,3.010464136510969,-0.4438847875996359,2.4324052461449366,-1.087485744286334,0.7585004656846516,4.299999999999526,0,,nan,cut,2.9228170845841395,2.9237845706526766,-1.152592118317295,1.1266547548129334e-07,0.0058766234977086955,True,,16.657707583042793
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,1,670.5767402524795,9.877711684764781,0.4383430907123549,10.29629429485645,success,0.0,0.0,0.0,0.0,success,success,success,2.5909221692324897,success,96.90035162754253,23.53009265058425,0.6953614535934792,1.0,0.0,0.7833701547385117,85.1100626028209,4.841772132100242,-6.883369558482877,2.9128935514023047,-0.47449816171410253,0.5134060285468534,-1.3727260637547725,0.793742376881642,4.299999999999526,0,,nan,cut,-0.5061697023707734,-0.5087792001862712,1.5944027608573226,1.5766620222513493e-08,0.006255871018325414,True,,13.457363901950885
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,2,766.0335345701482,12.609797647775201,0.44922027922805596,7.335634195234141,success,0.0,0.0,0.0,0.0,success,success,success,2.545903514215701,success,123.70211492467476,36.36683117193528,1.285717386667244,1.0,0.0,0.7865789300924372,116.64972701647949,5.0051565271403975,-7.582879388399016,3.4338698704459345,-0.37443290690012576,0.21097200432576568,-0.8481428460169271,0.7544767017706067,4.301999999999527,0,,nan,cut,0.05314150391172445,0.0527331102010975,-0.5728880904626877,2.3236178336368014e-08,0.005815237279580951,True,,14.932965909014456
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,3,688.0296481603631,10.587203446789722,0.4818817041034545,24.414221727094894,success,0.0,0.0,0.0,0.0,success,success,success,0.5676207721739808,success,103.86046581300717,26.176458716681317,0.8033337019651017,1.0,0.0,0.7895784039750353,96.96566871217296,5.002036678129151,-24.554710761159544,3.8379919991309897,0.2457744187693524,2.864020364925751,-0.23450983042046486,0.7935947555950507,4.467999999999508,0,,nan,cut,6.832277989020752,6.474622007128728,8.01538232915365,-0.5156394658118899,0.14703606168676905,False,cut angle +8.0 deg,14.272770537005272
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,4,704.0223489718616,11.437274193031755,0.5361667119720577,-16.157818144239414,success,0.0,0.0,0.0,0.0,success,success,success,2.2700237761468816,success,112.19965983364152,29.340638229159385,0.9406556486933667,1.0,0.0,0.7496228992925975,117.14612632766212,4.41654519553647,14.451099475177108,0.69038274864183,0.10056730693807757,1.41206116198897,-0.24717352318454286,0.7620660681233098,4.299999999999526,0,,nan,cut,1.3405096409371264,1.3395718057642725,0.9036737089674103,1.41329728381453e-08,0.0058883436597468525,True,,15.901207459974103
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,5,738.3697215483043,12.838512036803047,0.41995379975583214,18.378443247388965,success,0.0,0.0,0.0,0.0,success,success,success,1.0938246969342875,success,125.94580308103792,33.07735513739605,1.0767367098784506,1.0,1.0,0.7935727115049244,113.4112001727895,4.963180515400012,-18.16324858141207,5.943508637998504,-1.2426381139410791,0.543069006673641,-0.20425753709574093,0.9002132834340705,4.791999999999472,0,,nan,cut,0.4330698654823051,0.4314112105081036,0.3096590454823141,2.391085031761878e-08,0.006055866105535754,True,,14.46084322099341
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,6,681.7651988534541,10.110690098001319,0.48783221735211885,27.647187080797202,success,0.0,0.0,0.0,0.0,success,success,success,2.0144080938442537,success,99.18586986139293,25.05523113936352,0.7605465859357683,1.0,0.0,0.7917871209406215,91.02663646312621,4.974051819463088,-27.58021060340937,3.801017147557234,0.8804662061280281,3.602406054322854,0.4004800238750147,0.8084464382680786,4.509999999999504,0,,nan,cut,3.5772133905805914,3.575739062182115,0.4185624089028323,7.830236831398101e-08,0.006073415282277078,True,,14.341247179021593
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,7,716.6316527736255,10.975950979816595,0.5853960867243859,-17.114680819723187,success,0.0,0.0,0.0,0.0,success,success,success,10.721219993227159,success,107.67407911200083,26.164209500977993,0.8061067905492657,1.0,1.0,0.742944341834857,111.71464632058199,5.513632258316692,11.920406714075897,27.18327614428861,-7.178771614063738,6.161803323210896,0.5948919810308223,0.9224483166066361,4.699999999999482,0,,nan,cut,7.824308014360737,7.534222641343346,3.580875786432628,-0.5980040891579795,0.13143883389803454,True,,14.771164508012589
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,8,772.7633863764064,14.982142633261514,0.48887983299172755,-0.5385640075664259,success,0.0,0.0,0.0,0.0,success,success,success,4.628866131891074,success,146.9748192322955,40.88666974323609,1.4126136064964936,1.0,1.0,0.7731421461642493,123.5093501899056,4.913394181837227,0.4675436595421345,5.120903250943782,-1.0922857239003756,0.7962687974174265,-0.8025633102413117,0.9030095874097834,4.699999999999482,0,,nan,cut,0.7768609057526299,0.7759755916780242,-0.8039456173349034,9.172134479279393e-09,0.005899857920031708,True,,14.063264052965678
A-ur20-jaw_geh6180-tilt0-truth-square,A,truth,ur20,jaw_geh6180,0.0,9,701.9755038785561,10.159767764339778,0.5231654154686722,-30.641426519461287,success,0.0,0.0,0.0,0.0,success,success,success,3.069856374494186,success,99.66732176817325,27.133448160401585,0.875017938364438,1.0,0.0,0.742453833796335,89.22950165922772,4.991247719363434,30.74103265588481,2.517728749874446,-0.20537635786475178,0.9236586496475241,-1.217591658287078,0.8164305539684883,4.467999999999508,0,,nan,cut,2.3166501738552947,nan,1.8879222379529539,-59.07373925053959,88.96066114384574,True,,12.33702437300235
