condition,approach,pose_source,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_hock_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,flange_load_n,moment_about_tool_nm,inertia_about_tool_kgm2,airborne,corrections,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,0,739.072601589707,12.662037231169066,0.5486925729809109,6.302671433466314,success,0.0,0.0,0.0,0.0,success,success,success,2.512581051520143,success,nan,nan,nan,1.0,0.0,0.6670951706810426,116.51717200819414,4.894644882911359,-6.488838246571282,3.0950128608110767,0.23441238690036936,3.9709139696059994,0.33114270711078053,0.6977647331659834,4.099999999999704,0,,nan,cut,5.275931703168424,14.696629119265726,-0.1540914344669693,-14.925222141472396,17.704826200429974,False,cut offset +5.3 / +14.7 mm,7.194716093013994
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,1,670.5767402524795,9.877711684764781,0.4383430907123549,10.29629429485645,success,0.0,0.0,0.0,0.0,success,success,success,2.153924398007652,success,nan,nan,nan,1.0,0.0,0.6794984608630732,85.50328642126827,4.583054973971379,-7.860643227511544,2.616545354685026,-0.6104141370804906,0.1675526049012277,-0.6072123685988524,0.7294337326213113,4.099999999999704,0,,nan,cut,-0.17707966446556256,-0.18015205509025467,3.4769881520301804,-1.5809481377400897e-08,0.006361032684049801,True,,5.786952122987714
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,2,766.0335345701482,12.609797647775201,0.44922027922805596,7.335634195234141,success,0.0,0.0,0.0,0.0,success,success,success,2.3949156531212794,success,nan,nan,nan,1.0,0.0,0.6832018302665595,116.68981051884828,5.128055588131897,-7.524057965158454,1.293391301842382,-0.12584014546336117,-0.10324361112859504,-0.04637693033417023,0.6952739156351484,4.099999999999704,0,,nan,cut,-0.080374747616907,-0.08084341251529681,0.11986760725126668,1.796344206321907e-08,0.005812522411559426,True,,6.1558252169634216
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,3,688.0296481603631,10.587203446789722,0.4818817041034545,24.414221727094894,success,0.0,0.0,0.0,0.0,success,success,success,0.5487862526645754,success,nan,nan,nan,1.0,0.0,0.6919850794288642,97.13023842920165,4.916944473463136,-24.634970221771265,2.3107914744176052,0.9160843133349325,0.8419785746928421,0.9723300667672905,0.7168832452958839,4.207999999999692,0,,nan,cut,6.486775604408301,5.7466811668969715,9.446003133382826,-0.8211297624153793,0.41096101188661704,False,cut angle +9.4 deg,6.914733640966006
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,4,704.0223489718616,11.437274193031755,0.5361667119720577,-16.157818144239414,success,0.0,0.0,0.0,0.0,success,success,success,2.8246723865849286,success,nan,nan,nan,1.0,1.0,0.6416578809730731,117.20979440863806,4.270013691859642,14.602492008105951,21.902357380030924,6.346334783640845,3.079840850309684,-0.15722811659238795,0.7788777402730099,4.49999999999966,0,,nan,cut,2.998252253491429,2.9973786451849005,0.7990361076198876,1.870518558159254e-08,0.005878381117566932,True,,10.295332645007875
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,5,738.3697215483043,12.838512036803047,0.41995379975583214,18.378443247388965,success,0.0,0.0,0.0,0.0,success,success,success,0.888773744948528,success,nan,nan,nan,1.0,0.0,0.692446599889993,113.44342991544642,4.907038973811062,-18.292659762353995,2.4326564303070914,-0.6420874514869187,0.47471693797387915,-0.5422475888226874,0.6987951803904798,4.1379999999997,0,,nan,cut,0.7458865218468169,0.7442682023748315,0.6594672224305395,2.5353931587692407e-08,0.006032386483155766,True,,13.410865035955794
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,6,681.7651988534541,10.110690098001319,0.48783221735211885,27.647187080797202,success,0.0,0.0,0.0,0.0,success,success,success,2.1911746493439983,success,nan,nan,nan,1.0,1.0,0.6949232184262132,91.06301345206617,4.70951004620801,-27.49223285499473,3.101085417144998,1.0724247353585312,0.5872095641146491,0.2110754249333656,0.840289586087728,4.637999999999645,0,,nan,cut,0.563331753065277,0.5617283457439726,0.2277325677442197,8.354016937450876e-08,0.005966670557027534,True,,15.233394882990979
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,7,716.6316527736255,10.975950979816595,0.5853960867243859,-17.114680819723187,success,0.0,0.0,0.0,0.0,success,success,success,3.767981246326055,success,nan,nan,nan,1.0,1.0,0.6417310410731419,112.01899312540306,4.6938277734651646,16.97874231607888,15.55059758208035,0.14221713817338852,1.6097811452454314,-0.11997817669419598,0.8323481780892854,4.521999999999657,0,,nan,cut,3.857604492010558,3.66549593374893,3.4242881829388563,-0.4159072129608433,0.034338498633655685,True,,13.334892387036234
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,8,772.7633863764064,14.982142633261514,0.48887983299172755,-0.5385640075664259,success,0.0,0.0,0.0,0.0,success,success,success,4.760989308425783,success,nan,nan,nan,1.0,0.0,0.6652905404748305,123.53869353186553,4.505521675342905,0.35366454549951654,2.2751453186455977,-0.4081134155533303,0.9168984515686429,-0.4543512005202208,0.7177753868452585,4.099999999999704,0,,nan,cut,0.8970308208887112,0.8961213821264136,-0.4542115216505511,8.192103804170676e-09,0.005894824400381434,True,,14.793193235003855
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,9,701.9755038785561,10.159767764339778,0.5231654154686722,-30.641426519461287,success,0.0,0.0,0.0,0.0,success,success,success,3.6178194451776577,success,nan,nan,nan,1.0,1.0,0.6377969214875455,89.19981846064096,5.202675120079658,30.416320962199514,3.610048877860203,1.3144335635214974,0.8062503797256759,-0.5212666669382707,0.868739893517299,4.6659999999996415,0,,nan,cut,0.2530304818367801,-1.1202127756434477,8.239540394096903,-1.6097862693671505,0.6988345814958533,False,cut angle +8.2 deg,13.3316630559857
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,10,740.960452494745,11.20849080369745,0.4038333707553584,-24.610271103808394,success,0.0,0.0,0.0,0.0,success,unreachable,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,nan,cut,-6.6321477636388515,-6.631683721574411,-24.583691166304735,7.585523681984426e-08,0.005556743138084865,False,grasp: unreachable,12.467966375988908
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,11,677.9637845272142,10.310214757940436,0.4778003061193643,-1.6459251073559775,success,0.0,0.0,0.0,0.0,success,success,success,4.50692256413702,success,nan,nan,nan,1.0,0.0,0.6610663548349253,90.40921422755169,4.8120667565692,1.7020805117544433,1.3028065724368645,-0.029075332618049548,0.36649366156085716,-0.10422951863953918,0.715993475623989,4.099999999999704,0,,nan,cut,0.3652216252409968,0.36338922442558097,-0.10442889164076355,6.464425228977822e-08,0.006041791791056576,True,,16.91738412802806
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,12,655.0,9.0,0.48268194937591763,-24.456209583760256,success,0.0,0.0,0.0,0.0,success,success,success,1.7867527602378943,success,nan,nan,nan,1.0,1.0,0.6422197727580772,86.58488728283157,4.966848895023412,24.409934732840778,5.13026252703914,2.1575593425848063,0.219914801783877,-0.1412275231539523,0.8370179139014796,4.605999999999648,0,,nan,cut,-0.3833013597090429,-0.3858550564428964,1.0495385482728818,5.757908262034369e-08,0.0064517426490038965,True,,14.782747210003436
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,13,777.7990124502887,14.04976422798892,0.5625833962730592,31.750890841805617,success,0.0,0.0,0.0,0.0,success,success,success,0.33921705704488075,success,nan,nan,nan,1.0,0.0,0.7063197331219423,112.69735364481495,4.608862652283441,-31.730635533022063,1.8652954397085224,0.6458213428277401,1.4145717467659302,0.6710244745616709,0.7408151329075257,4.277999999999684,0,,nan,cut,1.3963117260646363,1.3950712530649279,0.6730083574196715,1.2369355267273779e-08,0.005934736635009988,True,,14.131881858978886
B-sr20ia-jaw_geh6180-tilt0-truth-square,B,truth,sr20ia,jaw_geh6180,0.0,14,674.0780539077622,9.183354375620448,0.5561697157048568,9.12018670508955,success,0.0,0.0,0.0,0.0,success,success,success,2.4429128323168863,success,nan,nan,nan,1.0,1.0,0.6662580115935136,103.15684963913331,4.976109820231667,-9.427295315187743,5.774911071781515,1.6585730684523479,0.7317951089525765,-0.17499198804215327,0.8053024126469664,4.49999999999966,0,,nan,cut,1.0503224043533765,1.045878417875512,3.1300905609035805,-5.171877067534118e-08,0.007185425992302393,True,,14.809956100012641
