condition,approach,pose_source,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_hock_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,0,739.072601589707,12.662037231169066,0.5486925729809109,6.302671433466314,success,0.0,0.0,0.0,0.0,success,success,success,21.201948134490138,success,0.7586613984873471,121.03603227629476,5.026077364649328,-1.4325189242627732,1.125952928426214,0.5613343892155684,-0.01671948997869488,0.5419893139851283,0.6548413423939458,3.8499999999995764,0,,nan,cut,1.14623415516385,1.1855433804808246,0.2115124827274441,-0.13368423332099202,0.05503347098718171,True,,6.892274601967074
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,1,670.5767402524795,9.877711684764781,0.4383430907123549,10.29629429485645,success,0.0,0.0,0.0,0.0,success,success,success,12.573591885980361,success,0.7664980092989045,87.495610474192,4.986597573193197,-6.883619694608361,1.8146861929268305,-0.39849810028730664,1.095738002340002,-0.4409534996020896,0.671535123086752,3.8499999999995764,0,,nan,cut,0.7484245121947009,0.7451609232259626,3.4437125688024968,-3.358266265957482e-08,0.006482561282167956,True,,6.506208458042238
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,2,766.0335345701482,12.609797647775201,0.44922027922805596,7.335634195234141,success,0.0,0.0,0.0,0.0,success,success,success,22.136536637731194,success,0.7740468894906387,121.37507544873242,5.1066345176984385,-4.897666012857248,1.7805066902103164,-0.3073390910467295,-0.20334849503714225,-0.4403787028590152,0.6430947504040492,3.8499999999995764,0,,nan,cut,-0.4039923056650685,-0.40440469739538853,-0.14228059434598644,2.323434633687149e-08,0.005811305970805157,True,,6.920095843961462
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,3,688.0296481603631,10.587203446789722,0.4818817041034545,24.414221727094894,success,0.0,0.0,0.0,0.0,success,success,success,22.95252286557867,success,0.7529111580812852,101.79505588659146,4.989119897872207,-24.360723784683493,4.861142122850165,0.45680441258495585,4.900632390797161,0.6344995274207494,0.6306790697710128,3.8579999999995755,0,,nan,cut,9.654306511089118,9.380156407587547,8.75703828144355,-0.3228701601136825,0.27475533201210334,False,cut angle +8.8 deg,6.696857170027215
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,4,704.0223489718616,11.437274193031755,0.5361667119720577,-16.157818144239414,success,0.0,0.0,0.0,0.0,success,success,success,24.744884429681676,success,0.762119248914029,122.56393137479968,4.954447066393364,15.09674177753887,0.37983070766806976,0.17169150454990914,1.3744253188535949,0.05501910454225786,0.5778232088124335,3.8499999999995764,0,,nan,cut,1.222073906644583,1.2211610565406317,0.8809632453682114,1.509374207410307e-08,0.005883300608057995,True,,6.918055586051196
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,5,738.3697215483043,12.838512036803047,0.41995379975583214,18.378443247388965,success,0.0,0.0,0.0,0.0,success,success,success,24.35474193073189,success,0.7653644747004111,117.31106127237669,5.134828387232893,-18.424465308848724,4.558947254190917,-0.5154128644848833,3.3881073175525414,-0.39287530793128717,0.6365881908057247,3.8499999999995764,0,,nan,cut,3.5435814107544483,3.54190583085473,0.5660350768749565,2.3812482122430476e-08,0.006051090048040134,True,,6.8197560560074635
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,6,681.7651988534541,10.110690098001319,0.48783221735211885,27.647187080797202,success,0.0,0.0,0.0,0.0,success,success,success,23.533658206773936,success,0.750018573970138,86.63895792019645,5.949444129796699,-28.617010978862186,2.105895246054166,0.09807331811336199,2.3884784433783333,0.14908874540985598,0.6324583703506311,3.927999999999568,0,,nan,cut,2.3824321368378087,2.380896124380971,0.16353200636549495,7.685843465525275e-08,0.0060198121939126145,True,,6.550111546006519
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,7,716.6316527736255,10.975950979816595,0.5853960867243859,-17.114680819723187,success,0.0,0.0,0.0,0.0,success,success,success,24.517049267257956,success,0.7562426045037624,116.54078656542697,5.4486040502435,19.584973377165287,3.6523017556023545,1.6798345084268713,0.2869065914340718,1.835451492441429,0.6429313732954786,3.8499999999995764,0,,nan,cut,1.0013879737374443,0.9566221327684254,2.62338448929376,-0.10850022049836872,0.03348501838938256,True,,6.778222016990185
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,8,772.7633863764064,14.982142633261514,0.48887983299172755,-0.5385640075664259,success,0.0,0.0,0.0,0.0,success,success,success,4.247315841932424,success,0.7702693415868611,124.50063004086515,5.871607996015493,1.097414901646489,1.160385647059656,-0.133061595493201,0.039920929751829926,-0.3195990351439182,0.659742351206059,3.8499999999995764,0,,nan,cut,0.008778801270925563,0.00787210861497023,-0.31457699585743476,8.006295799679577e-09,0.005890666225968751,True,,6.7468398659839295
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,9,701.9755038785561,10.159767764339778,0.5231654154686722,-30.641426519461287,success,0.0,0.0,0.0,0.0,success,success,success,24.257551337652412,success,0.7708219394656114,95.67763508460608,5.119972608496504,32.09225063640477,3.6161223395531215,1.593694256108419,2.2959919533310504,1.7673020509167852,0.6943083295727519,3.9859999999995614,0,,nan,cut,1.3482276937159532,nan,2.2094698495829554,-59.353427356384294,84.90560136022967,True,,6.436438818986062
